expenditure_date,expenditure_year,payee_first_name,payee_last_name,organization_name,amount,committee_name,office_sought,district,ballot_issue...9,purpose,purpose_cleaned,street_address_1,street_address_2,payee_city,payee_state,zip_code,fef_expenditure,electioneering_communication,independent_expenditure,candidate_name,ballot_issue...21,position
9/2/2022,2022,NA,NA,USBank,20,Sawyer for Denver City Council,City Council,5,NA,bank fee,Fee,Colorado Ave,NA,Denver,CO,'81435',No,No,No,Amanda Sawyer,NA,NA
9/2/2022,2022,NA,NA,FirstBank Colorado,30,Denver Deserves Sidewalks,NA,NA,NA,Polling wire fee,Fee,1200 17th St,NA,Denver,CO,'80202',No,No,No,NA,NA,NA
9/2/2022,2022,NA,NA,Meta Platforms Inc.,4.5,Diaz for Denver,City Council At-Large,NA,NA,Advertising,Marketing and advertising,1 Facebook Way,NA,Menlo Park,CA,'94025',No,No,No,Dominic Diaz,NA,NA
9/1/2022,2022,Zack,Burley,NA,1600,Tony Pigford for Denver,City Council,4,NA,consulting,Consultant,4695 E Mississippi Ave,NA,Gendale,CO,'80246',No,No,No,Tony Pigford,NA,NA
9/1/2022,2022,Michaela,Sellaro,NA,672.77,Shannon Loves D10,City Council,10,NA,Staff Payment,Staffing,1265 N Downing St Apt 106,NA,Denver,CO,'80218',Yes,No,No,Shannon Hoffman,NA,NA
9/1/2022,2022,NA,NA,Safeway,143.74,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,2150 S Downing St,NA,Denver,CO,'80210',No,No,No,Ean Tafoya,NA,NA
9/1/2022,2022,NA,NA,Bocoza Mexican Grille,40.89,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,"4660 Peoria St #113,",NA,Denver,CO,'80239',No,No,No,Ean Tafoya,NA,NA
9/1/2022,2022,NA,NA,Stripe,125.53,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
9/1/2022,2022,NA,NA,ActBlue,82.44,Committee to Elect Tim Hoffman,City Council At-Large,NA,NA,actblue fee,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Tim Hoffman,NA,NA
9/1/2022,2022,NA,NA,First Bank,5,Diana for Denver,City Council,4,NA,Bank fee,Fee,8901 E Hampden Ave,NA,Denver,CO,'80231',No,No,No,Diana Romero Campbell,NA,NA
9/1/2022,2022,NA,NA,Actblue,10.09,Diana for Denver,City Council,4,NA,Fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Diana Romero Campbell,NA,NA
9/1/2022,2022,NA,NA,ActBlue,32.76,Estroff for Denver District 7,City Council,7,NA,fees,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,Adam Estroff,NA,NA
9/1/2022,2022,NA,NA,ActBlue,1.8,Flor For Denver,City Council,7,NA,Payment Processing Fees,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,Flor Alvidrez,NA,NA
9/1/2022,2022,NA,NA,ActBlue,11.5,Will Chan for Denver,City Council At-Large,NA,NA,Payment Processing Fees,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,Will Chan,NA,NA
9/1/2022,2022,NA,NA,Zing Credit Union,2,Shannon Loves D10,City Council,10,NA,Statement Fee,Fee,1075 Acoma St,NA,Denver,CO,'80204',Yes,No,No,Shannon Hoffman,NA,NA
9/1/2022,2022,NA,NA,Zing Credit Union,2,Shannon Loves D10,City Council,10,NA,Statement Fee,Fee,1075 Acoma St,NA,Denver,CO,'80204',No,No,No,Shannon Hoffman,NA,NA
9/1/2022,2022,NA,NA,FirstBank,10,Ortega at Large,City Council At-Large,NA,NA,Bank Fee,Fee,PO Box 150097,NA,Lakewood,CO,'80215',No,No,No,Deborah Ortega,NA,NA
9/1/2022,2022,NA,NA,Word on the Street Vendor,1000,Travis Leiker for Denver,City Council At-Large,NA,NA,Campaign Consulting,Consultant,PO Box 371743,NA,Denver,CO,'80237',No,No,No,Travis Leiker,NA,NA
9/1/2022,2022,NA,NA,1stBank,5,Friends for Kevin Flynn,City Council,2,NA,Bank fee bill pay,Fee,PO Box 150097,NA,Lakewood,CO,'80215',No,No,No,Kevin Flynn,NA,NA
9/1/2022,2022,NA,NA,First Bank,5,Hancock for Denver,Mayor,NA,NA,Bank Fees,Fee,17th & Tremont,NA,Denver,CO,'80202',No,No,No,Michael Hancock,NA,NA
9/1/2022,2022,NA,NA,FirstBank,5,Kashmann For Council - Denver District 6,City Council,6,NA,Fees,Fee,1316 E. Evans Ave.,NA,Denver,CO,'80210',No,No,No,Paul Kashmann,NA,NA
9/1/2022,2022,NA,NA,CFO Colorado,2430.93,Sarah Parady for Denver,City Council At-Large,NA,NA,Payroll,Staffing,9088 S Ridgeline Blvd #100,NA,Highlands Ranch,CO,'80129',No,No,No,Sarah Parady,NA,NA
8/31/2022,2022,NA,NA,Stripe,179.88,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/31/2022,2022,NA,NA,First Bank,35,Opportunities for Denver Kids,NA,NA,NA,Bank FEes,Fee,12345 W Colfax Ave,NA,Lakewood,CO,'80215',No,No,No,NA,NA,NA
8/31/2022,2022,NA,NA,Pay Pal,119.39,Strong Library Strong Denver,NA,NA,NA,Credit card fees,Fee,2211 North First Street,NA,San Jose,CA,'95110',No,No,No,NA,NA,NA
8/31/2022,2022,NA,NA,Act Blue,5.24,Tiffany Caudill for City Council,City Council,2,NA,Act Blue Fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Tiffany Caudill,NA,NA
8/31/2022,2022,NA,NA,FirstBank of Colorado,12,Will Chan for Denver,City Council At-Large,NA,NA,Bank Fees,Fee,1617 E Colfax Ave,NA,Denver,CO,'80218',Yes,No,No,Will Chan,NA,NA
8/31/2022,2022,NA,NA,ActBlue,9.63,Guy for Denver,City Council,7,NA,Credit card transaction fee,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Guy Padgett,NA,NA
8/31/2022,2022,NA,NA,Wells Fargo Bank,10,Kwon Atlas for Denver,City Council,9,NA,Bank Fee,Fee,P.O. Box 6995,NA,Portland,OR,'97228',No,No,No,Kwon Atlas,NA,NA
8/31/2022,2022,NA,NA,PayPal,46.71,Marty Zimmerman for Denver,City Council At-Large,NA,NA,PayPal Fees for August,Fee,2211 N 1st St,NA,San Jose,CA,'95131',No,No,No,Marty Zimmerman,NA,NA
8/31/2022,2022,NA,NA,ActBlue,34.71,Denver Deserves Sidewalks,NA,NA,NA,contribution credit card and handling fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,NA,NA,NA
8/31/2022,2022,NA,NA,"ActBlue, LLC",6.98,Diaz for Denver,City Council At-Large,NA,NA,Monthly ActBlue Fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Dominic Diaz,NA,NA
8/31/2022,2022,NA,NA,Stripe,11.15,Diaz for Denver,City Council At-Large,NA,NA,Monthly CC Processing Fees,Fee,354 Oyster Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Dominic Diaz,NA,NA
8/31/2022,2022,NA,NA,FirstBank,2,Ortega at Large,City Council At-Large,NA,NA,Bank Fee,Fee,PO Box 150097,NA,Lakewood,CO,'80215',No,No,No,Deborah Ortega,NA,NA
8/31/2022,2022,NA,NA,Paragon,20.02,Travis Leiker for Denver,City Council At-Large,NA,NA,Aggregated Bank Fees,Fee,2141 East Broadway Rd.,#202,Tempe,AZ,'85282',No,No,No,Travis Leiker,NA,NA
8/31/2022,2022,NA,NA,Stripe,647.83,Travis Leiker for Denver,City Council At-Large,NA,NA,Aggregated Bank Fees,Fee,354 Oyster Point Blvd South,NA,San Francisco,CA,'94080',No,No,No,Travis Leiker,NA,NA
8/31/2022,2022,NA,NA,Act Blue,11.28,Travis Leiker for Denver,City Council At-Large,NA,NA,Aggregated Bank Fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Travis Leiker,NA,NA
8/31/2022,2022,NA,NA,FIRSTBANK,1,Drum for Denver City Council District 8,City Council,8,NA,Bank fee,Fee,830 S Colorado Blvd,NA,Glendale,CO,'80246',No,No,No,Tyler Drum,NA,NA
8/31/2022,2022,NA,NA,Credit Union of Denver,10,Sarah Parady for Denver,City Council At-Large,NA,NA,Bank account monthly service fee,Fee,PO Box 261420,NA,Lakewood,CO,'80226',Yes,No,No,Sarah Parady,NA,NA
8/31/2022,2022,NA,NA,First Bank,2,Waste No More,NA,NA,NA,Fee for Service,Fee,600 North Broadway,NA,Denver,CO,'80203',No,No,No,NA,NA,NA
8/31/2022,2022,NA,NA,First Bank,16,Hancock for Denver,Mayor,NA,NA,Bank Fees,Fee,17th & Tremont,NA,Denver,CO,'80202',No,No,No,Michael Hancock,NA,NA
8/31/2022,2022,NA,NA,FirstBank,2,Committee to Elect Stacie Gilmore,City Council,11,NA,Activity Fees,Fee,PO Box 150097,NA,Denver,CO,'80215',No,No,No,Stacie Gilmore,NA,NA
8/31/2022,2022,NA,NA,Credit Union of Denver,10,Sarah Parady for Denver,City Council At-Large,NA,NA,Bank account monthly service fee,Fee,PO Box 261420,NA,Lakewood,CO,'80226',No,No,No,Sarah Parady,NA,NA
8/30/2022,2022,NA,NA,Stripe,160.98,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/30/2022,2022,NA,NA,Act Blue,42.75,Drum for Denver City Council District 8,City Council,8,NA,Fundraising fee,Fee,14 Arrow St,Suite 11,Cambridge,MA,'02138',No,No,No,Tyler Drum,NA,NA
8/29/2022,2022,Sandy,Partyka,NA,700,Hancock for Denver,Mayor,NA,NA,Bookkeeping Compliance Consulting,Consultant,PO Box 533,NA,Indian Hills,CO,'80454',No,No,No,Michael Hancock,NA,NA
8/29/2022,2022,Jay,Brown,NA,1.75,Rita Lewis for Denver,City Council,8,NA,Transaction fee,Fee,1825 Hogan Court,NA,Castle Rock,CO,'80109',No,No,No,Rita Lewis,NA,NA
8/29/2022,2022,NA,NA,Stripe,101.55,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/29/2022,2022,NA,NA,Stella´s Coffee,32.87,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,1476 S Pearl St,NA,Denver,CO,'80210',No,No,No,Ean Tafoya,NA,NA
8/29/2022,2022,NA,NA,Word on the Street Vendor,500,Travis Leiker for Denver,City Council At-Large,NA,NA,Campaign Consulting,Consultant,PO Box 371743,NA,Denver,CO,'80237',No,No,No,Travis Leiker,NA,NA
8/29/2022,2022,NA,NA,Angelos Taverna,11.98,Travis Leiker for Denver,City Council At-Large,NA,NA,Event for Volunteers,Event,620 E 6th Ave.,NA,Denver,CO,'80203',No,No,No,Travis Leiker,NA,NA
8/29/2022,2022,NA,NA,Moe's Broadway Bagel,23.65,Travis Leiker for Denver,City Council At-Large,NA,NA,Event for Volunteers,Event,550 E 6th Ave,NA,Denver,CO,'80203',No,No,No,Travis Leiker,NA,NA
8/29/2022,2022,NA,NA,Facebook/Meta,26.7,Travis Leiker for Denver,City Council At-Large,NA,NA,Social Media Advertising,Marketing and advertising,1 Hacker Way,NA,Menlo Park,CA,'94025',No,No,No,Travis Leiker,NA,NA
8/26/2022,2022,NA,NA,ActBlue,11.56,Guy for Denver,City Council,7,NA,Credit card transaction fee,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Guy Padgett,NA,NA
8/26/2022,2022,NA,NA,Stripe,200.7,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/25/2022,2022,NA,NA,Later.com,40,Tafoya for Mayor,Mayor,NA,NA,Fee for service,Fee,"88 E Pender Street, #500",NA,Los Angeles,CA,'90007',No,No,No,Ean Tafoya,NA,NA
8/25/2022,2022,NA,NA,Corvus Coffee Roasters,17.69,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,1740 S Broadway,NA,Denver,CO,'80210',No,No,No,Ean Tafoya,NA,NA
8/25/2022,2022,NA,NA,Stripe,150.63,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/25/2022,2022,NA,NA,Trailblazer Advantage,4900,Sarah Parady for Denver,City Council At-Large,NA,NA,Consulting,Consultant,1653 Iola Street,NA,Aurora,CO,'80010',No,No,No,Sarah Parady,NA,NA
8/25/2022,2022,NA,NA,WholeEvents,129.57,Travis Leiker for Denver,City Council At-Large,NA,NA,Event for Women's Event,Event,2375 E 1st Ave.,NA,Denver,CO,'80206',No,No,No,Travis Leiker,NA,NA
8/25/2022,2022,NA,NA,Tierney Lawrence,20,Travis Leiker for Denver,City Council At-Large,NA,NA,Legal Fees,Fee,225 E 16th Ave #350,NA,Denver,CO,'80203',No,No,No,Travis Leiker,NA,NA
8/24/2022,2022,NA,NA,Stripe,492.93,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/23/2022,2022,NA,NA,OFFICE DEPOT,38.78,Leslie for Council,City Council,8,NA,OFFICE SUPPLY,Supplies,7305 E 36TH AVE.,NA,DENVER,CO,'80238',No,No,No,Leslie Twarogowski,NA,NA
8/23/2022,2022,NA,NA,Stripe,288.31,Kelly for Mayor,Mayor,NA,NA,Credit card merchant fee,Fee,354 Oyster  Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,Kelly Brough,NA,NA
8/23/2022,2022,NA,NA,Meta Platforms Inc.,15,Diaz for Denver,City Council At-Large,NA,NA,Advertising,Marketing and advertising,1 Facebook Way,NA,Menlo Park,CA,'94025',No,No,No,Dominic Diaz,NA,NA
8/22/2022,2022,NA,NA,Actblue,126.2,Diana for Denver,City Council,4,NA,Fees,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Diana Romero Campbell,NA,NA
8/22/2022,2022,NA,NA,Paragon Payment Solution,241.03,Watson for Denver,City Council,9,NA,transaction fees,Fee,2141 E Broadway Rd Suite 202,NA,Tempe,AZ,'85282',No,No,No,Darrell Watson,NA,NA
8/22/2022,2022,NA,NA,Recycle Colorado,85,Waste No More,NA,NA,NA,Conference Fee,Fee,205 Ken Pratt Blvd.,"ste 120, #73",Longmont,CO,'80501',No,No,No,NA,NA,NA
8/22/2022,2022,NA,NA,Denver Mountain Parks Foundation,129.85,Tafoya for Mayor,Mayor,NA,NA,Fee for event,Fee,8275 East 11th Avenue Unit 201652,NA,Denver,CO,'80220',No,No,No,Ean Tafoya,NA,NA
8/22/2022,2022,NA,NA,KING SOOPERS,77.26,Leslie for Council,City Council,8,NA,Event AND BEVERAGE FOR CAMPAIGN EVENT,Event,1355 KRAMERIA ST,NA,DENVER,CO,'80220',No,No,No,Leslie Twarogowski,NA,NA
8/22/2022,2022,NA,NA,King Sooper,82.62,Terrance Roberts For Denver: Save Our City Campaign,Mayor,NA,NA,event Event,Event,1144 E 9th Ave,NA,Denver,CO,'80218',No,No,No,Terrance Roberts,NA,NA
8/22/2022,2022,NA,NA,CFO Colorado,536.87,Sarah Parady for Denver,City Council At-Large,NA,NA,Payroll,Staffing,9088 S Ridgeline Blvd #100,NA,Highlands Ranch,CO,'80129',No,No,No,Sarah Parady,NA,NA
8/22/2022,2022,NA,NA,Amazon,7.93,Sarah Parady for Denver,City Council At-Large,NA,NA,office supplies,Supplies,410 Terry Ave. N,NA,Seattle,WA,'98109',No,No,No,Sarah Parady,NA,NA
8/22/2022,2022,NA,NA,Revv,29.93,Andy for Denver,Mayor,NA,NA,Credit Card Fees,Fee,1920 L St NW,Ste 325,Washington,DC,'20036',No,No,No,Andre Rougeot,NA,NA
8/20/2022,2022,NA,NA,Einstein Bagels,85.84,Tiffany Caudill for City Council,City Council,2,NA,Event for campaign meeting,Event,8246 Bowles Ave,Unit A,Littleton,CO,'80123',No,No,No,Tiffany Caudill,NA,NA
8/19/2022,2022,NA,NA,ActBlue,0.42,Guy for Denver,City Council,7,NA,Credit card transaction fee,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,Guy Padgett,NA,NA
8/19/2022,2022,NA,NA,Safeway,42.21,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,2150 S Downing St,NA,Denver,CO,'80210',No,No,No,Ean Tafoya,NA,NA
8/19/2022,2022,NA,NA,Quince Coffee,13.4,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,"1447 Quince St,",NA,Denver,CO,'80220',No,No,No,Ean Tafoya,NA,NA
8/19/2022,2022,NA,NA,Tamales by La Casita,50.53,Amanda Sandoval for Council,City Council,1,NA,Event for Kick-Off,Event,3561 Tejon Street,NA,Denver,CO,'80211',No,No,No,Amanda Sandoval,NA,NA
8/19/2022,2022,NA,NA,Spicy Mexican Catering,460,Amanda Sandoval for Council,City Council,1,NA,Event for Kick-Off,Event,20 Lowell Blvd.,NA,Denver,CO,'80219',No,No,No,Amanda Sandoval,NA,NA
8/18/2022,2022,NA,NA,First Bank of Colorado,2,Jolon Clark for Denver,City Council,7,NA,Debit Card Fee,Fee,1316 E. Evans Ave,NA,Denver,CO,'80210',No,No,No,Jolon Clark,NA,NA
8/18/2022,2022,NA,NA,CFO Colorado,1673.12,Sarah Parady for Denver,City Council At-Large,NA,NA,Payroll,Staffing,9088 S Ridgeline Blvd #100,NA,Highlands Ranch,CO,'80129',No,No,No,Sarah Parady,NA,NA
8/18/2022,2022,NA,NA,Michael B. Hancock,500,Hancock for Denver,Mayor,NA,NA,Reimbursement of Event Fee,Fee,4972 Odessa St.,NA,Denver,CO,'80249',No,No,No,Michael Hancock,NA,NA
8/17/2022,2022,Adrienne,Razavi,NA,93.89,Denver Deserves Sidewalks,NA,NA,NA,Supplies reimbursement for signature gathering,Supplies,1073 Vaugh Street,NA,Aurora,CO,'80011',No,No,No,NA,NA,NA
8/17/2022,2022,NA,NA,Office Depot,305.58,Anna for Denver Mayor,Mayor,NA,NA,Office Supplies,Supplies,616 E Colfax Ave,NA,Denver,CO,'80203',No,No,No,Anna Burrell,NA,NA
8/17/2022,2022,NA,NA,Wheat Ridge Recreation,42,Ortega at Large,City Council At-Large,NA,NA,Membership Fee,Fee,4005 Kipling St,NA,Wheat Ridge,CO,'80033',No,No,No,Deborah Ortega,NA,NA
8/17/2022,2022,NA,NA,Nextdoor,155,Terrance Roberts For Denver: Save Our City Campaign,Mayor,NA,NA,advertising,Marketing and advertising,420 Taylor St,NA,San Francisco,CA,'94102',No,No,No,Terrance Roberts,NA,NA
8/17/2022,2022,NA,NA,1stBank,2,Friends for Kevin Flynn,City Council,2,NA,Bank card fee,Fee,PO Box 150097,NA,Lakewood,CO,'80215',Yes,No,No,Kevin Flynn,NA,NA
8/17/2022,2022,NA,NA,"9Seven Consulting, LLC",420,Andy for Denver,Mayor,NA,NA,Compliance Consulting,Consultant,PO Box 183,NA,Hudson,WI,'54016',No,No,No,Andre Rougeot,NA,NA
8/17/2022,2022,NA,NA,Write Stuff Strategies,660,Tony Pigford for Denver,City Council,4,NA,consulting,Consultant,PO Box 100093,NA,Denver,CO,'80250',No,No,No,Tony Pigford,NA,NA
8/16/2022,2022,NA,NA,Stripe,0.38,Yes for Parks and Open Space,NA,NA,and 2 others,Merchant Fee,Fee,354 Oyster Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,NA,and 2 others,NA
8/16/2022,2022,NA,NA,Revv,2.4,Andy for Denver,Mayor,NA,NA,Credit Card Fees,Fee,1920 L St NW,Ste 325,Washington,DC,'20036',No,No,No,Andre Rougeot,NA,NA
8/16/2022,2022,NA,NA,ActBlue,0.11,Yes for Parks and Open Space,NA,NA,and 2 others,Service Fee,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,NA,and 2 others,NA
8/15/2022,2022,NA,NA,Canva Inc.,12.99,NEWR Denver,NA,NA,NA,Subscription Fee,Fee,75 East Santa Clara Street,NA,San Jose,CA,'95113',No,No,No,NA,NA,NA
8/15/2022,2022,NA,NA,Chinese Gourmet,33.18,Tafoya for Mayor,Mayor,NA,NA,Event for volunteers,Event,1545 Quail St STE 1,NA,Lakewood,CO,'80215',No,No,No,Ean Tafoya,NA,NA
8/15/2022,2022,NA,NA,Three Dogs Tavern,158.63,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,3390 W 32nd Ave,NA,Denver,CO,'80211',No,No,No,Ean Tafoya,NA,NA
8/15/2022,2022,NA,NA,Boss Woods Brewery,108.81,Committee to Elect Tim Hoffman,City Council At-Large,NA,NA,Event/drink for video shoot,Event,2210 California St,NA,Denver,CO,'80205',No,No,No,Tim Hoffman,NA,NA
8/15/2022,2022,NA,NA,Fox Run Cafe,289.25,Committee to Elect Tim Hoffman,City Council At-Large,NA,NA,Event/drink for video shoot,Event,3550 E Colfax Ave,NA,Denver,CO,'80206',No,No,No,Tim Hoffman,NA,NA
8/15/2022,2022,NA,NA,Walgreens,15.74,Travis Leiker for Denver,City Council At-Large,NA,NA,Office Supplies,Supplies,7311 E 29th Ave,NA,Denver,CO,'80238',No,No,No,Travis Leiker,NA,NA
8/12/2022,2022,NA,NA,First Bank,12,Clarke For Denver,Auditor,NA,NA,Bank Fees,Fee,8901 E. Hampden Ave,NA,Denver,CO,'80231',Yes,No,No,Erik Clarke,NA,NA
8/11/2022,2022,NA,NA,NGP VAN,500,Tafoya for Mayor,Mayor,NA,NA,Fee for service,Fee,1101 15th Street North West Suite 500,NA,Washington DC,DC,'20005',No,No,No,Ean Tafoya,NA,NA
8/11/2022,2022,NA,NA,Highlands Cork & Cafe,8.11,Tafoya for Mayor,Mayor,NA,NA,Event Event,Event,3701 W 32nd Ave,NA,Denver,CO,'80211',No,No,No,Ean Tafoya,NA,NA
8/10/2022,2022,NA,NA,Stripe,2.43,Yes for Parks and Open Space,NA,NA,and 2 others,Merchant Fee,Fee,354 Oyster Point Blvd,NA,South San Francisco,CA,'94080',No,No,No,NA,and 2 others,NA
8/10/2022,2022,NA,NA,Amazon,6.79,Terrance Roberts For Denver: Save Our City Campaign,Mayor,NA,NA,office supplies,Supplies,410 Terry Avenue North,NA,Seattle,WA,'98109',No,No,No,Terrance Roberts,NA,NA
8/10/2022,2022,NA,NA,ActBlue,1.5,Yes for Parks and Open Space,NA,NA,and 2 others,Service Fee,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,NA,and 2 others,NA
8/10/2022,2022,NA,NA,Trailblazer Advantage,1271.32,Sarah Parady for Denver,City Council At-Large,NA,NA,Consulting,Consultant,1653 Iola Street,NA,Aurora,CO,'80010',No,No,No,Sarah Parady,NA,NA
8/9/2022,2022,NA,NA,Act Blue,2.51,Waste No More,NA,NA,NA,Fee for service,Fee,P.O. Box 441146,NA,Somerville,MA,'02144',No,No,No,NA,NA,NA
8/9/2022,2022,NA,NA,Vantiv Ecommerce,201.37,Tafoya for Mayor,Mayor,NA,NA,Fee for service,Fee,900 Chelmsford Street,NA,Lowell,MA,'01851',No,No,No,Ean Tafoya,NA,NA
8/9/2022,2022,NA,NA,Vantiv,4.75,Watson for Denver,City Council,9,NA,transaction fee,Fee,900 CHELMSFORD,NA,ST LOWELL,MA,'01851',No,No,No,Darrell Watson,NA,NA
8/9/2022,2022,NA,NA,Vantiv LLC,28.75,Shannon Loves D10,City Council,10,NA,Transaction fee,Fee,8500 Governors Hill Dr,NA,Symmes Township,OH,'45249',No,No,No,Shannon Hoffman,NA,NA
8/9/2022,2022,NA,NA,The Home Depot,1100,Jolon Clark for Denver,City Council,7,NA,Event Supplies,Supplies,500 S Santa Fe Dr,NA,Denver,CO,'80203',No,No,No,Jolon Clark,NA,NA
8/9/2022,2022,NA,NA,Vantiv eCommerce,16.41,Committee to Elect Stacie Gilmore,City Council,11,NA,Activity Fees,Fee,900 Chelmsford St.,NA,Lowell,MA,'01851',No,No,No,Stacie Gilmore,NA,NA
8/8/2022,2022,NA,NA,RKG Development,500,Opportunities for Denver Kids,NA,NA,NA,Compliance Consulting,Consultant,656 Rock Ridge Drive,NA,Lafayette,CO,'80026',No,No,No,NA,NA,NA
8/8/2022,2022,NA,NA,"Recht Kornfeld, PC",2137,Opportunities for Denver Kids,NA,NA,NA,Legal FEes,Fee,1600 Stout St.,Suite 1400,Denver,CO,'80202',No,No,No,NA,NA,NA
8/8/2022,2022,NA,NA,King Sooper,31.98,Terrance Roberts For Denver: Save Our City Campaign,Mayor,NA,NA,meeting Event,Event,1144 E 9th Ave,NA,Denver,CO,'80218',No,No,No,Terrance Roberts,NA,NA
8/8/2022,2022,NA,NA,Costco,108.78,Jolon Clark for Denver,City Council,7,NA,Event Supplies,Supplies,4000 River Point Pkwy,NA,Englewood,CO,'80110',No,No,No,Jolon Clark,NA,NA
8/8/2022,2022,NA,NA,Revv,41.98,Andy for Denver,Mayor,NA,NA,Credit Card Fees,Fee,1920 L St NW,Ste 325,Washington,DC,'20036',No,No,No,Andre Rougeot,NA,NA
8/8/2022,2022,NA,NA,Relentless Media LLC,7000,Andy for Denver,Mayor,NA,NA,Campaign Consulting,Consultant,1429 Dolgner Pl,NA,Sanford,FL,'32771',No,No,No,Andre Rougeot,NA,NA
8/8/2022,2022,NA,NA,CFO Colorado,1081.17,Sarah Parady for Denver,City Council At-Large,NA,NA,Payroll,Staffing,9088 S Ridgeline Blvd #100,NA,Highlands Ranch,CO,'80129',No,No,No,Sarah Parady,NA,NA
8/6/2022,2022,James,Orme,NA,1.75,Rita Lewis for Denver,City Council,8,NA,Transaction fee,Fee,905 Oasis Circle,NA,Las Vegas,NV,'89108',No,No,No,Rita Lewis,NA,NA
8/5/2022,2022,Eunice,Brownlee,NA,1.75,Rita Lewis for Denver,City Council,8,NA,Transaction fee,Fee,5567 S Sherman Cir Apt 102,NA,Littleton,CO,'80121',No,No,No,Rita Lewis,NA,NA
8/5/2022,2022,NA,NA,Turn It Blue Digital,1200,Terrance Roberts For Denver: Save Our City Campaign,Mayor,NA,NA,online advertising,Marketing and advertising,780 Utica Avenue,NA,Boulder,CO,'80304',No,No,No,Terrance Roberts,NA,NA
8/5/2022,2022,NA,NA,Vantiv LLC,29.84,Shannon Loves D10,City Council,10,NA,Transaction fee,Fee,8500 Governors Hill Dr,NA,Symmes Township,OH,'45249',No,No,No,Shannon Hoffman,NA,NA
8/5/2022,2022,NA,NA,ActBlue,1.5,Watson for Denver,City Council,9,NA,transaction fee,Fee,PO Box 441146,NA,Somerville,MA,'02144',No,No,No,Darrell Watson,NA,NA
8/5/2022,2022,NA,NA,ActBlue LLC,45.18,NEWR Denver,NA,NA,NA,Service fee,Fee,366 Summer Street,NA,Somerville,MA,'02144',No,No,No,NA,NA,NA
8/5/2022,2022,NA,NA,ACTBLUE Donate,8.25,Committee to Elect Stacie Gilmore,City Council,11,NA,Activity Fees,Fee,366 Summer St.,NA,Somerville,MA,'02144',No,No,No,Stacie Gilmore,NA,NA
8/5/2022,2022,NA,NA,Action Squared,10,NEWR Denver,NA,NA,NA,Subscription fee,Fee,1900 L Street NW Suite 900,NA,Washington,DC,'20036',No,No,No,NA,NA,NA
8/5/2022,2022,NA,NA,CFO Colorado,286.2,Sarah Parady for Denver,City Council At-Large,NA,NA,Payroll,Staffing,9088 S Ridgeline Blvd #100,NA,Highlands Ranch,CO,'80129',No,No,No,Sarah Parady,NA,NA
